sender,sender_type,sender_id,timestamp,meta,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,age,gender
trial,html.Screen,10_352_0,2024-07-09T00:18:54.437Z,,3,-0.011609468,0.025843452,,0.05,TRUE,ll,1537.6,response,-1.076226061,0.884014411,-1.068611378,-1.082709424,1.097712791,-1.122485674,low,low,ISIC_9239632.JPG,9,ISIC_0058666.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,2059066.4,2059066.1,2057512.982,2057514.9,2057528.5,2059077.2,5,600,113,,,
break,html.Screen,10_352_1,2024-07-09T00:18:54.437Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2059067,2059066.8,,2059066.5,,2059077.2,5,600,,,,
break_continue,html.Screen,10_352_2,2024-07-09T00:18:54.438Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2059067.3,2059067.2,,2059067,,2059077.2,5,600,,,,
sequence,flow.Sequence,10_352,2024-07-09T00:18:54.438Z,,,,,,,,,1538.7,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2059067.4,2059067.2,2057512.982,2057514.9,2057528.5,2059077.2,5,600,,,,
trial,html.Screen,10_353_0,2024-07-09T00:18:56.290Z,,3,0.024537615,-0.043699343,,0.05,TRUE,ll,1842.6,response,-1.152619213,0.884014411,-1.068611378,-1.111787684,1.097712791,-1.122485674,low,low,ISIC_0056444.JPG,8,ISIC_0061915.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,2060920,2060919.8,2059061.322,2059067.5,2059077.2,2060942.2,5,600,114,,,
break,html.Screen,10_353_1,2024-07-09T00:18:56.291Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2060920.8,2060920.6,,2060920.2,,2060942.2,5,600,,,,
break_continue,html.Screen,10_353_2,2024-07-09T00:18:56.291Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2060921,2060921,,2060920.9,,2060942.2,5,600,,,,
sequence,flow.Sequence,10_353,2024-07-09T00:18:56.291Z,,,,,,,,,1843.8,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2060921.2,2060921,2059061.322,2059067.5,2059077.2,2060942.2,5,600,,,,
trial,html.Screen,10_354_0,2024-07-09T00:19:01.603Z,,3,-0.032477028,-0.024996863,,0.05,TRUE,lh,5290.2,response,-0.783371001,0.884014411,-1.068611378,0.931558809,1.097712791,-1.122485674,low,high,ISIC_7266462.JPG,9,ISIC_3826102.JPG,33,26,FALSE,0.31,lh,keypress(e),0,FALSE,2066232.7,2066232.4,2060925.5,2060921.2,2060942.2,2066237.8,5,600,115,,,
break,html.Screen,10_354_1,2024-07-09T00:19:01.604Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2066233.4,2066233.2,,2066232.8,,2066237.8,5,600,,,,
break_continue,html.Screen,10_354_2,2024-07-09T00:19:01.604Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2066233.8,2066233.6,,2066233.5,,2066237.8,5,600,,,,
sequence,flow.Sequence,10_354,2024-07-09T00:19:01.604Z,,,,,,,,,5291.4,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2066233.9,2066233.6,2060925.5,2060921.2,2060942.2,2066237.8,5,600,,,,
trial,html.Screen,10_355_0,2024-07-09T00:19:03.393Z,,3,-0.032909551,0.038289975,,0.05,TRUE,hh,1784.9,response,0.952512399,0.884014411,-1.068611378,1.07799412,1.097712791,-1.122485674,high,high,ISIC_8812781.JPG,9,ISIC_0009642.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,2068022.8,2068022.7,2066221.68,2066233.9,2066237.8,2068036.6,5,600,116,,,
break,html.Screen,10_355_1,2024-07-09T00:19:03.394Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2068023.6,2068023.4,,2068023,,2068036.6,5,600,,,,
break_continue,html.Screen,10_355_2,2024-07-09T00:19:03.394Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2068024,2068023.8,,2068023.6,,2068036.6,5,600,,,,
sequence,flow.Sequence,10_355,2024-07-09T00:19:03.394Z,,,,,,,,,1786,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2068024,2068023.8,2066221.68,2066233.9,2066237.8,2068036.6,5,600,,,,
trial,html.Screen,10_356_0,2024-07-09T00:19:06.341Z,,3,0.011387353,0.00549992,,0.05,FALSE,hl,2933.6,response,1.014350968,0.884014411,-1.068611378,-1.31639559,1.097712791,-1.122485674,high,low,ISIC_8812621.JPG,10,ISIC_0062031.JPG,33,29,FALSE,0.2,ll,keypress(f),0,FALSE,2070970.3,2070970.2,2068020.246,2068024.1,2068036.6,2070983.9,5,600,117,,,
break,html.Screen,10_356_1,2024-07-09T00:19:06.341Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2070971.1,2070970.9,,2070970.5,,2070983.9,5,600,,,,
break_continue,html.Screen,10_356_2,2024-07-09T00:19:06.342Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2070971.4,2070971.3,,2070971.1,,2070983.9,5,600,,,,
sequence,flow.Sequence,10_356,2024-07-09T00:19:06.342Z,,,,,,,,,2934.7,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2070971.5,2070971.3,2068020.246,2068024.1,2068036.6,2070983.9,5,600,,,,
trial,html.Screen,10_357_0,2024-07-09T00:19:10.342Z,,3,-0.005791476,-0.007466791,,0.05,FALSE,hh,3987.5,response,0.919148633,0.884014411,-1.068611378,1.00186659,1.097712791,-1.122485674,high,high,ISIC_0058723.JPG,9,ISIC_0663941.JPG,33,36,FALSE,0.1,lh,keypress(e),0,FALSE,2074971.6,2074971.4,2070967.5,2070971.6,2070983.9,2074980.5,5,600,118,,,
break,html.Screen,10_357_1,2024-07-09T00:19:10.342Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2074972.1,2074971.9,,2074971.6,,2074980.5,5,600,,,,
break_continue,html.Screen,10_357_2,2024-07-09T00:19:10.343Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2074972.3,2074972.2,,2074972.1,,2074980.5,5,600,,,,
sequence,flow.Sequence,10_357,2024-07-09T00:19:10.343Z,,,,,,,,,3988.3,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2074972.3,2074972.2,2070967.5,2070971.6,2070983.9,2074980.5,5,600,,,,
trial,html.Screen,10_358_0,2024-07-09T00:19:12.101Z,,3,0.00511897,-0.039662591,,0.05,FALSE,hl,1749.8,response,0.706802913,0.884014411,-1.068611378,-1.168911078,1.097712791,-1.122485674,high,low,ISIC_9742891.JPG,10,ISIC_7358691.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,2076730.4,2076730.3,2074967.108,2074972.3,2074980.5,2076745.9,5,600,119,,,
break,html.Screen,10_358_1,2024-07-09T00:19:12.101Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2076730.9,2076730.8,,2076730.5,,2076745.9,5,600,,,,
break_continue,html.Screen,10_358_2,2024-07-09T00:19:12.102Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2076731.3,2076731.2,,2076731,,2076745.9,5,600,,,,
sequence,flow.Sequence,10_358,2024-07-09T00:19:12.102Z,,,,,,,,,1750.7,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2076731.3,2076731.2,2074967.108,2074972.3,2074980.5,2076745.9,5,600,,,,
trial,html.Screen,10_359_0,2024-07-09T00:19:14.357Z,,3,-0.036343708,-0.033333219,,0.05,FALSE,hl,2240.4,response,0.695673879,0.884014411,-1.068611378,-0.979880302,1.097712791,-1.122485674,high,low,ISIC_3314555.JPG,9,ISIC_0046340.JPG,33,29,FALSE,0.2,ll,keypress(f),0,FALSE,2078986.5,2078986.3,2076729.58,2076731.3,2076745.9,2078994.1,5,600,120,,,
break,html.Screen,10_359_1,2024-07-09T00:19:24.357Z,,,,,,,,,10008.4,timeout,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2088986.9,2088985.7,2078978.328,2078986.7,2078994.1,2089002.5,5,600,,,,
break_continue,html.Screen,10_359_2,2024-07-09T00:19:24.731Z,,,,,,,,,339.1,response,,,,,,,high,low,,,,,,FALSE,,continue,keypress(Space),,FALSE,2089360.9,2089341.6,2088985.7,2088987.1,2089002.5,2089368.7,5,600,,,,
sequence,flow.Sequence,10_359,2024-07-09T00:19:24.731Z,,,,,,,,,12595.7,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2089360.9,2089341.6,2076729.58,2076731.3,2076745.9,2089368.7,5,600,,,,
trial,html.Screen,10_360_0,2024-07-09T00:19:37.601Z,,4,-0.021769889,0.041087092,,0.05,FALSE,ll,12861.7,response,-1.069816262,0.884014411,-1.068611378,-1.219634567,1.097712791,-1.122485674,low,low,ISIC_0072173.JPG,9,ISIC_0030552.JPG,33,27,FALSE,0.1,hl,keypress(j),0,FALSE,2102230.5,2102230.4,2089352.486,2089361,2089368.7,2102241.6,5,600,1,,,
break,html.Screen,10_360_1,2024-07-09T00:19:37.601Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2102231.2,2102230.9,,2102230.7,,2102241.6,5,600,,,,
break_continue,html.Screen,10_360_2,2024-07-09T00:19:37.602Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2102231.5,2102231.4,,2102231.2,,2102241.6,5,600,,,,
sequence,flow.Sequence,10_360,2024-07-09T00:19:37.602Z,,,,,,,,,12862.7,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2102231.6,2102231.4,2089352.486,2089361,2089368.7,2102241.6,5,600,,,,
trial,html.Screen,10_361_0,2024-07-09T00:19:41.757Z,,4,-0.04565158,0.027356713,,0.05,TRUE,ll,4144.5,response,-1.138381363,0.884014411,-1.068611378,-1.131931222,1.097712791,-1.122485674,low,low,ISIC_0068610.JPG,9,ISIC_6227397.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,2106386.2,2106386.1,2102234.986,2102231.6,2102241.6,2106391.568,5,600,2,,,
break,html.Screen,10_361_1,2024-07-09T00:19:41.757Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2106386.6,2106386.5,,2106386.3,,2106391.568,5,600,,,,
break_continue,html.Screen,10_361_2,2024-07-09T00:19:41.757Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2106386.9,2106386.8,,2106386.6,,2106391.568,5,600,,,,
sequence,flow.Sequence,10_361,2024-07-09T00:19:41.757Z,,,,,,,,,4145.2,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2106386.9,2106386.8,2102234.986,2102231.6,2102241.6,2106391.568,5,600,,,,
trial,html.Screen,10_362_0,2024-07-09T00:19:49.727Z,,4,0.018804747,-0.028834693,,0.05,FALSE,lh,7964.532,response,-1.021336533,0.884014411,-1.068611378,1.08852436,1.097712791,-1.122485674,low,high,ISIC_0014157.JPG,8,ISIC_5434229.JPG,33,26,FALSE,0.31,hl,keypress(j),0,FALSE,2114356.2,2114356.1,2106391.568,2106386.9,2106391.568,2114364.8,5,600,3,,,
break,html.Screen,10_362_1,2024-07-09T00:19:49.727Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2114356.9,2114356.7,,2114356.4,,2114364.8,5,600,,,,
break_continue,html.Screen,10_362_2,2024-07-09T00:19:49.728Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2114357.2,2114357.1,,2114357,,2114364.8,5,600,,,,
sequence,flow.Sequence,10_362,2024-07-09T00:19:49.728Z,,,,,,,,,7965.532,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2114357.3,2114357.1,2106391.568,2106386.9,2106391.568,2114364.8,5,600,,,,
trial,html.Screen,10_363_0,2024-07-09T00:19:55.564Z,,4,0.013431314,-0.014059758,,0.05,FALSE,hl,5828.6,response,0.991282841,0.884014411,-1.068611378,-0.93979211,1.097712791,-1.122485674,high,low,ISIC_0069617.JPG,9,ISIC_0000463.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,2120193.6,2120193.4,2114349.948,2114357.4,2114364.8,2120210.1,5,600,4,,,
break,html.Screen,10_363_1,2024-07-09T00:19:55.565Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2120194.2,2120194,,2120193.7,,2120210.1,5,600,,,,
break_continue,html.Screen,10_363_2,2024-07-09T00:19:55.565Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2120194.6,2120194.5,,2120194.3,,2120210.1,5,600,,,,
sequence,flow.Sequence,10_363,2024-07-09T00:19:55.565Z,,,,,,,,,5829.7,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2120194.7,2120194.5,2114349.948,2114357.3,2114364.8,2120210.1,5,600,,,,
trial,html.Screen,10_364_0,2024-07-09T00:20:01.316Z,,4,0.018804747,-0.028834693,,0.05,TRUE,hl,5735.7,response,0.69705657,0.884014411,-1.068611378,-1.18967359,1.097712791,-1.122485674,high,low,ISIC_0014157.JPG,8,ISIC_0032522.JPG,33,29,FALSE,0.2,hl,keypress(j),0,FALSE,2125946,2125945.8,2120196.314,2120194.7,2120210.1,2125955.1,5,600,5,,,
break,html.Screen,10_364_1,2024-07-09T00:20:01.317Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2125946.6,2125946.4,,2125946.1,,2125955.1,5,600,,,,
break_continue,html.Screen,10_364_2,2024-07-09T00:20:01.317Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2125946.9,2125946.8,,2125946.6,,2125955.1,5,600,,,,
sequence,flow.Sequence,10_364,2024-07-09T00:20:01.317Z,,,,,,,,,5736.7,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2125946.9,2125946.8,2120196.314,2120194.7,2120210.1,2125955.1,5,600,,,,
trial,html.Screen,10_365_0,2024-07-09T00:20:09.315Z,,4,0.034823437,-0.02368663,,0.05,FALSE,hl,7989.4,response,0.708358821,0.884014411,-1.068611378,-1.149680449,1.097712791,-1.122485674,high,low,ISIC_0011099.JPG,10,ISIC_0047004.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,2133944.8,2133944.5,2125940.236,2125947,2125955.1,2133951.65,5,600,6,,,
break,html.Screen,10_365_1,2024-07-09T00:20:09.315Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2133945.2,2133945.1,,2133944.9,,2133951.65,5,600,,,,
break_continue,html.Screen,10_365_2,2024-07-09T00:20:09.316Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2133945.6,2133945.4,,2133945.3,,2133951.65,5,600,,,,
sequence,flow.Sequence,10_365,2024-07-09T00:20:09.316Z,,,,,,,,,7990.3,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2133945.6,2133945.4,2125940.236,2125947,2125955.1,2133951.65,5,600,,,,
trial,html.Screen,10_366_0,2024-07-09T00:20:15.568Z,,4,4.79192E-05,0.046265294,,0.05,TRUE,lh,6245.65,response,-1.002282937,0.884014411,-1.068611378,0.831172697,1.097712791,-1.122485674,low,high,ISIC_0011507.JPG,10,ISIC_0033287.JPG,33,26,FALSE,0.31,lh,keypress(e),0,FALSE,2140197.5,2140197.3,2133951.65,2133945.7,2133951.65,2140210.4,5,600,7,,,
break,html.Screen,10_366_1,2024-07-09T00:20:15.568Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2140197.9,2140197.9,,2140197.6,,2140210.4,5,600,,,,
break_continue,html.Screen,10_366_2,2024-07-09T00:20:15.568Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2140198.2,2140198.1,,2140198,,2140210.4,5,600,,,,
sequence,flow.Sequence,10_366,2024-07-09T00:20:15.569Z,,,,,,,,,6246.45,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2140198.3,2140198.1,2133951.65,2133945.6,2133951.65,2140210.4,5,600,,,,
trial,html.Screen,10_367_0,2024-07-09T00:20:18.109Z,,4,0.009709127,-0.041792132,,0.05,TRUE,hh,2528.1,response,0.785627131,0.884014411,-1.068611378,1.154752291,1.097712791,-1.122485674,high,high,ISIC_3967213.JPG,10,ISIC_8284685.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,2142738.8,2142738.5,2140196.996,2140198.3,2140210.4,2142743.632,5,600,8,,,
break,html.Screen,10_367_1,2024-07-09T00:20:18.110Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2142739.3,2142739.1,,2142738.8,,2142743.632,5,600,,,,
break_continue,html.Screen,10_367_2,2024-07-09T00:20:18.110Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2142739.7,2142739.5,,2142739.4,,2142743.632,5,600,,,,
sequence,flow.Sequence,10_367,2024-07-09T00:20:18.110Z,,,,,,,,,2529.1,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2142739.9,2142739.5,2140196.996,2140198.3,2140210.4,2142743.632,5,600,,,,
trial,html.Screen,10_368_0,2024-07-09T00:20:19.843Z,,4,0.024537615,-0.043699343,,0.05,TRUE,ll,1728.668,response,-1.04912899,0.884014411,-1.068611378,-1.05868314,1.097712791,-1.122485674,low,low,ISIC_0056444.JPG,8,ISIC_0010866.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,2144472.5,2144472.3,2142743.632,2142739.9,2142743.632,2144490,5,600,9,,,
break,html.Screen,10_368_1,2024-07-09T00:20:19.843Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2144473.1,2144472.9,,2144472.6,,2144490,5,600,,,,
break_continue,html.Screen,10_368_2,2024-07-09T00:20:19.844Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2144473.3,2144473.3,,2144473.1,,2144490,5,600,,,,
sequence,flow.Sequence,10_368,2024-07-09T00:20:19.844Z,,,,,,,,,1729.668,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2144473.4,2144473.3,2142743.632,2142739.9,2142743.632,2144490,5,600,,,,
trial,html.Screen,10_369_0,2024-07-09T00:20:21.529Z,,4,0.018804747,-0.028834693,,0.05,TRUE,hh,1669.1,response,0.830781172,0.884014411,-1.068611378,1.098625259,1.097712791,-1.122485674,high,high,ISIC_0014157.JPG,9,ISIC_8257549.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,2146159.3,2146159.1,2144473.812,2144473.5,2144490,2146172.2,5,600,10,,,
break,html.Screen,10_369_1,2024-07-09T00:20:21.530Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2146159.9,2146159.7,,2146159.4,,2146172.2,5,600,,,,
break_continue,html.Screen,10_369_2,2024-07-09T00:20:21.530Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2146160.2,2146160.1,,2146159.9,,2146172.2,5,600,,,,
sequence,flow.Sequence,10_369,2024-07-09T00:20:21.531Z,,,,,,,,,1670.1,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2146160.2,2146160.1,2144473.812,2144473.5,2144490,2146172.2,5,600,,,,
trial,html.Screen,10_370_0,2024-07-09T00:20:23.186Z,,4,0.034823437,-0.02368663,,0.05,TRUE,hh,1642.9,response,0.885466539,0.884014411,-1.068611378,1.023533118,1.097712791,-1.122485674,high,high,ISIC_0011099.JPG,9,ISIC_0026889.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,2147815.4,2147815.1,2146156.734,2146160.3,2146172.2,2147820.3,5,600,11,,,
break,html.Screen,10_370_1,2024-07-09T00:20:23.186Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2147816,2147815.8,,2147815.5,,2147820.3,5,600,,,,
break_continue,html.Screen,10_370_2,2024-07-09T00:20:23.187Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2147816.2,2147816.2,,2147816,,2147820.3,5,600,,,,
sequence,flow.Sequence,10_370,2024-07-09T00:20:23.187Z,,,,,,,,,1644,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2147816.3,2147816.2,2146156.734,2146160.3,2146172.2,2147820.3,5,600,,,,
trial,html.Screen,10_371_0,2024-07-09T00:20:25.661Z,,4,-0.045028243,0,,0.05,TRUE,ll,2470.3,response,-1.05255323,0.884014411,-1.068611378,-1.162898251,1.097712791,-1.122485674,low,low,ISIC_1805163.JPG,9,ISIC_0033428.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,2150290.8,2150290.6,2147805.468,2147816.4,2147820.3,2150302,5,600,12,,,
break,html.Screen,10_371_1,2024-07-09T00:20:25.662Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2150291.3,2150291.2,,2150290.9,,2150302,5,600,,,,
break_continue,html.Screen,10_371_2,2024-07-09T00:20:25.662Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2150291.8,2150291.6,,2150291.4,,2150302,5,600,,,,
sequence,flow.Sequence,10_371,2024-07-09T00:20:25.662Z,,,,,,,,,2471.3,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2150291.8,2150291.6,2147805.468,2147816.3,2147820.3,2150302,5,600,,,,
trial,html.Screen,10_372_0,2024-07-09T00:20:27.157Z,,4,4.79192E-05,0.046265294,,0.05,TRUE,ll,1484.1,response,-1.05255323,0.884014411,-1.068611378,-1.162898251,1.097712791,-1.122485674,low,low,ISIC_0011507.JPG,9,ISIC_0033428.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,2151786.3,2151786.1,2150285.396,2150291.9,2150302,2151800.5,5,600,13,,,
break,html.Screen,10_372_1,2024-07-09T00:20:27.157Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2151786.9,2151786.7,,2151786.4,,2151800.5,5,600,,,,
break_continue,html.Screen,10_372_2,2024-07-09T00:20:27.158Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2151787.3,2151787.1,,2151787,,2151800.5,5,600,,,,
sequence,flow.Sequence,10_372,2024-07-09T00:20:27.158Z,,,,,,,,,1485.1,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2151787.4,2151787.1,2150285.396,2150291.8,2150302,2151800.5,5,600,,,,
trial,html.Screen,10_373_0,2024-07-09T00:20:29.010Z,,4,0.034823437,-0.02368663,,0.05,TRUE,hh,1839.3,response,0.830781172,0.884014411,-1.068611378,1.098625259,1.097712791,-1.122485674,high,high,ISIC_0011099.JPG,9,ISIC_8257549.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,2153640,2153639.8,2151785.274,2151787.4,2151800.5,2153649.766,5,600,14,,,
break,html.Screen,10_373_1,2024-07-09T00:20:29.011Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2153640.6,2153640.5,,2153640.1,,2153649.766,5,600,,,,
break_continue,html.Screen,10_373_2,2024-07-09T00:20:29.011Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2153640.9,2153640.8,,2153640.6,,2153649.766,5,600,,,,
sequence,flow.Sequence,10_373,2024-07-09T00:20:29.011Z,,,,,,,,,1840.3,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2153641,2153640.8,2151785.274,2151787.4,2151800.5,2153649.766,5,600,,,,
trial,html.Screen,10_374_0,2024-07-09T00:20:30.686Z,,4,0.009709127,-0.041792132,,0.05,FALSE,lh,1665.634,response,-0.772384921,0.884014411,-1.068611378,0.888372424,1.097712791,-1.122485674,low,high,ISIC_3967213.JPG,9,ISIC_3884221.JPG,33,26,FALSE,0.31,ll,keypress(f),0,FALSE,2155315.6,2155315.4,2153649.766,2153641.1,2153649.766,2155331.1,5,600,15,,,
break,html.Screen,10_374_1,2024-07-09T00:20:30.686Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2155316.2,2155315.9,,2155315.7,,2155331.1,5,600,,,,
break_continue,html.Screen,10_374_2,2024-07-09T00:20:30.687Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2155316.5,2155316.4,,2155316.2,,2155331.1,5,600,,,,
sequence,flow.Sequence,10_374,2024-07-09T00:20:30.687Z,,,,,,,,,1666.634,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2155316.5,2155316.4,2153649.766,2153641.1,2153649.766,2155331.1,5,600,,,,
trial,html.Screen,10_375_0,2024-07-09T00:20:32.490Z,,4,0.034823437,-0.02368663,,0.05,FALSE,lh,1788.3,response,-0.772384921,0.884014411,-1.068611378,0.888372424,1.097712791,-1.122485674,low,high,ISIC_0011099.JPG,8,ISIC_3884221.JPG,33,26,FALSE,0.31,ll,keypress(f),0,FALSE,2157119.6,2157119.4,2155315.066,2155316.6,2155331.1,2157129.4,5,600,16,,,
break,html.Screen,10_375_1,2024-07-09T00:20:32.491Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2157120.2,2157120.1,,2157119.7,,2157129.4,5,600,,,,
break_continue,html.Screen,10_375_2,2024-07-09T00:20:32.491Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2157120.6,2157120.5,,2157120.3,,2157129.4,5,600,,,,
sequence,flow.Sequence,10_375,2024-07-09T00:20:32.491Z,,,,,,,,,1789.4,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2157120.7,2157120.5,2155315.066,2155316.6,2155331.1,2157129.4,5,600,,,,
trial,html.Screen,10_376_0,2024-07-09T00:20:36.768Z,,4,0.024537615,-0.043699343,,0.05,TRUE,hl,4268.1,response,0.713324303,0.884014411,-1.068611378,-0.957509018,1.097712791,-1.122485674,high,low,ISIC_0056444.JPG,9,ISIC_1369273.JPG,33,29,FALSE,0.2,hl,keypress(j),0,FALSE,2161397.7,2161397.5,2157113.602,2157120.7,2157129.4,2161409.2,5,600,17,,,
break,html.Screen,10_376_1,2024-07-09T00:20:36.769Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2161398.2,2161398.1,,2161397.8,,2161409.2,5,600,,,,
break_continue,html.Screen,10_376_2,2024-07-09T00:20:36.769Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2161398.5,2161398.4,,2161398.3,,2161409.2,5,600,,,,
sequence,flow.Sequence,10_376,2024-07-09T00:20:36.769Z,,,,,,,,,4269,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2161398.5,2161398.4,2157113.602,2157120.7,2157129.4,2161409.2,5,600,,,,
