sender,sender_type,sender_id,timestamp,meta,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,age,gender
trial,html.Screen,10_327_0,2024-07-09T00:17:40.937Z,,3,0.036237607,0.047825071,,0.05,FALSE,hl,2776,response,0.858338058,0.884014411,-1.068611378,-0.954061222,1.097712791,-1.122485674,high,low,ISIC_6985114.JPG,9,ISIC_8922893.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,1985566.6,1985566.4,1982774.772,1982773.9,1982790.4,1985572.374,5,600,88,,,
break,html.Screen,10_327_1,2024-07-09T00:17:40.937Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1985567.1,1985567,,1985566.7,,1985572.374,5,600,,,,
break_continue,html.Screen,10_327_2,2024-07-09T00:17:40.938Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1985567.4,1985567.4,,1985567.2,,1985572.374,5,600,,,,
sequence,flow.Sequence,10_327,2024-07-09T00:17:40.938Z,,,,,,,,,2777,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1985567.6,1985567.4,1982774.772,1982773.9,1982790.4,1985572.374,5,600,,,,
trial,html.Screen,10_328_0,2024-07-09T00:17:42.797Z,,3,0.034823437,-0.02368663,,0.05,FALSE,lh,1854.426,response,-0.791102468,0.884014411,-1.068611378,0.797597702,1.097712791,-1.122485674,low,high,ISIC_0011099.JPG,9,ISIC_5813642.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,1987427,1987426.8,1985572.374,1985567.6,1985572.374,1987436.3,5,600,89,,,
break,html.Screen,10_328_1,2024-07-09T00:17:42.798Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1987427.5,1987427.4,,1987427.1,,1987436.3,5,600,,,,
break_continue,html.Screen,10_328_2,2024-07-09T00:17:42.798Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1987427.8,1987427.7,,1987427.6,,1987436.3,5,600,,,,
sequence,flow.Sequence,10_328,2024-07-09T00:17:42.798Z,,,,,,,,,1855.326,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,1987427.9,1987427.7,1985572.374,1985567.6,1985572.374,1987436.3,5,600,,,,
trial,html.Screen,10_329_0,2024-07-09T00:17:44.523Z,,3,-0.032909551,0.038289975,,0.05,TRUE,ll,1716.5,response,-1.101214462,0.884014411,-1.068611378,-1.184988351,1.097712791,-1.122485674,low,low,ISIC_8812781.JPG,9,ISIC_0064943.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,1989153,1989152.8,1987420.69,1987427.9,1987436.3,1989168.2,5,600,90,,,
break,html.Screen,10_329_1,2024-07-09T00:17:44.524Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1989153.7,1989153.5,,1989153.2,,1989168.2,5,600,,,,
break_continue,html.Screen,10_329_2,2024-07-09T00:17:44.524Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1989154.1,1989153.9,,1989153.8,,1989168.2,5,600,,,,
sequence,flow.Sequence,10_329,2024-07-09T00:17:44.524Z,,,,,,,,,1717.6,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,1989154.2,1989153.9,1987420.69,1987427.9,1987436.3,1989168.2,5,600,,,,
trial,html.Screen,10_330_0,2024-07-09T00:17:47.095Z,,3,0,0.026454497,,0.05,TRUE,hh,2556.7,response,0.884239628,0.884014411,-1.068611378,1.067659282,1.097712791,-1.122485674,high,high,ISIC_0056991.JPG,8,ISIC_0029182.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,1991724.9,1991724.9,1989152.556,1989154.2,1989168.2,1991732.6,5,600,91,,,
break,html.Screen,10_330_1,2024-07-09T00:17:47.096Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1991725.4,1991725.3,,1991725,,1991732.6,5,600,,,,
break_continue,html.Screen,10_330_2,2024-07-09T00:17:47.096Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1991725.7,1991725.6,,1991725.5,,1991732.6,5,600,,,,
sequence,flow.Sequence,10_330,2024-07-09T00:17:47.096Z,,,,,,,,,2557.4,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1991725.8,1991725.6,1989152.556,1989154.2,1989168.2,1991732.6,5,600,,,,
trial,html.Screen,10_331_0,2024-07-09T00:17:51.018Z,,3,-0.007397293,-0.017471677,,0.05,FALSE,hl,3914.8,response,1.002626609,0.884014411,-1.068611378,-1.091327591,1.097712791,-1.122485674,high,low,ISIC_0056226.JPG,9,ISIC_0033520.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,1995647.5,1995647.4,1991718.132,1991725.9,1991732.6,1995663,5,600,92,,,
break,html.Screen,10_331_1,2024-07-09T00:17:51.018Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1995648.1,1995647.9,,1995647.6,,1995663,5,600,,,,
break_continue,html.Screen,10_331_2,2024-07-09T00:17:51.019Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1995648.3,1995648.3,,1995648.1,,1995663,5,600,,,,
sequence,flow.Sequence,10_331,2024-07-09T00:17:51.019Z,,,,,,,,,3915.7,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,1995648.4,1995648.3,1991718.132,1991725.8,1991732.6,1995663,5,600,,,,
trial,html.Screen,10_332_0,2024-07-09T00:17:52.780Z,,3,-0.005791476,-0.007466791,,0.05,TRUE,hh,1746.7,response,0.867177232,0.884014411,-1.068611378,1.021252938,1.097712791,-1.122485674,high,high,ISIC_0058723.JPG,8,ISIC_0004352.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,1997409.8,1997409.7,1995646.23,1995648.5,1995663,1997428.3,5,600,93,,,
break,html.Screen,10_332_1,2024-07-09T00:17:52.781Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1997410.4,1997410.2,,1997410,,1997428.3,5,600,,,,
break_continue,html.Screen,10_332_2,2024-07-09T00:17:52.781Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1997410.6,1997410.6,,1997410.4,,1997428.3,5,600,,,,
sequence,flow.Sequence,10_332,2024-07-09T00:17:52.781Z,,,,,,,,,1747.6,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1997410.7,1997410.6,1995646.23,1995648.5,1995663,1997428.3,5,600,,,,
trial,html.Screen,10_333_0,2024-07-09T00:17:55.087Z,,3,-0.021769889,0.041087092,,0.05,TRUE,hh,2288.6,response,0.784559261,0.884014411,-1.068611378,1.164474678,1.097712791,-1.122485674,high,high,ISIC_0072173.JPG,9,ISIC_9193127.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,1999717.1,1999716.9,1997411.4,1997410.8,1997428.3,1999726.3,5,600,94,,,
break,html.Screen,10_333_1,2024-07-09T00:17:55.088Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1999717.5,1999717.4,,1999717.1,,1999726.3,5,600,,,,
break_continue,html.Screen,10_333_2,2024-07-09T00:17:55.088Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1999717.7,1999717.7,,1999717.5,,1999726.3,5,600,,,,
sequence,flow.Sequence,10_333,2024-07-09T00:17:55.088Z,,,,,,,,,2289.4,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,1999717.8,1999717.7,1997411.4,1997410.8,1997428.3,1999726.3,5,600,,,,
trial,html.Screen,10_334_0,2024-07-09T00:18:01.583Z,,3,-0.007072553,-0.004999514,,0.05,FALSE,ll,6485.9,response,-1.135372723,0.884014411,-1.068611378,-1.092641404,1.097712791,-1.122485674,low,low,ISIC_6124481.JPG,8,ISIC_2355513.JPG,33,27,FALSE,0.1,hl,keypress(j),0,FALSE,2006212.4,2006212.2,1999709.944,1999717.9,1999726.3,2006220.7,5,600,95,,,
break,html.Screen,10_334_1,2024-07-09T00:18:01.583Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2006213.1,2006212.8,,2006212.5,,2006220.7,5,600,,,,
break_continue,html.Screen,10_334_2,2024-07-09T00:18:01.584Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2006213.5,2006213.4,,2006213.1,,2006220.7,5,600,,,,
sequence,flow.Sequence,10_334,2024-07-09T00:18:01.584Z,,,,,,,,,6487.1,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2006213.7,2006213.4,1999709.944,1999717.9,1999726.3,2006220.7,5,600,,,,
trial,html.Screen,10_335_0,2024-07-09T00:18:03.588Z,,3,0.027717858,-0.039558746,,0.05,TRUE,hh,1996.5,response,0.830781172,0.884014411,-1.068611378,1.098625259,1.097712791,-1.122485674,high,high,ISIC_0010807.JPG,9,ISIC_8257549.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,2008217.3,2008217.2,2006204.578,2006213.7,2006220.7,2008236.3,5,600,96,,,
break,html.Screen,10_335_1,2024-07-09T00:18:03.588Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2008217.9,2008217.8,,2008217.5,,2008236.3,5,600,,,,
break_continue,html.Screen,10_335_2,2024-07-09T00:18:03.589Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2008218.4,2008218.3,,2008218.1,,2008236.3,5,600,,,,
sequence,flow.Sequence,10_335,2024-07-09T00:18:03.589Z,,,,,,,,,1997.6,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2008218.5,2008218.3,2006204.578,2006213.7,2006220.7,2008236.3,5,600,,,,
trial,html.Screen,10_336_0,2024-07-09T00:18:09.911Z,,3,0.027717858,-0.039558746,,0.05,TRUE,hl,6304.3,response,0.695673879,0.884014411,-1.068611378,-0.979880302,1.097712791,-1.122485674,high,low,ISIC_0010807.JPG,9,ISIC_0046340.JPG,33,29,FALSE,0.2,hl,keypress(j),0,FALSE,2014540.7,2014540.6,2008219.868,2008218.5,2008236.3,2014551.106,5,600,97,,,
break,html.Screen,10_336_1,2024-07-09T00:18:09.912Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2014541.4,2014541.2,,2014541,,2014551.106,5,600,,,,
break_continue,html.Screen,10_336_2,2024-07-09T00:18:09.912Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2014541.8,2014541.6,,2014541.5,,2014551.106,5,600,,,,
sequence,flow.Sequence,10_336,2024-07-09T00:18:09.912Z,,,,,,,,,6305.3,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2014541.9,2014541.6,2008219.868,2008218.5,2008236.3,2014551.106,5,600,,,,
trial,html.Screen,10_337_0,2024-07-09T00:18:12.379Z,,3,-0.005791476,-0.007466791,,0.05,FALSE,lh,2457.494,response,-0.791102468,0.884014411,-1.068611378,0.797597702,1.097712791,-1.122485674,low,high,ISIC_0058723.JPG,9,ISIC_5813642.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,2017008.8,2017008.6,2014551.106,2014541.9,2014551.106,2017012.668,5,600,98,,,
break,html.Screen,10_337_1,2024-07-09T00:18:12.380Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2017009.4,2017009.2,,2017008.9,,2017012.668,5,600,,,,
break_continue,html.Screen,10_337_2,2024-07-09T00:18:12.380Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2017009.6,2017009.5,,2017009.4,,2017012.668,5,600,,,,
sequence,flow.Sequence,10_337,2024-07-09T00:18:12.380Z,,,,,,,,,2458.394,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2017009.6,2017009.5,2014551.106,2014541.9,2014551.106,2017012.668,5,600,,,,
trial,html.Screen,10_338_0,2024-07-09T00:18:17.505Z,,3,-0.007072553,-0.004999514,,0.05,TRUE,ll,5121.632,response,-0.978969736,0.884014411,-1.068611378,-1.03218432,1.097712791,-1.122485674,low,low,ISIC_6124481.JPG,9,ISIC_0056406.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,2022134.4,2022134.3,2017012.668,2017009.7,2017012.668,2022144.01,5,600,99,,,
break,html.Screen,10_338_1,2024-07-09T00:18:17.505Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2022135.1,2022135,,2022134.6,,2022144.01,5,600,,,,
break_continue,html.Screen,10_338_2,2024-07-09T00:18:17.506Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2022135.4,2022135.3,,2022135.1,,2022144.01,5,600,,,,
sequence,flow.Sequence,10_338,2024-07-09T00:18:17.506Z,,,,,,,,,5122.632,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2022135.4,2022135.3,2017012.668,2017009.7,2017012.668,2022144.01,5,600,,,,
trial,html.Screen,10_339_0,2024-07-09T00:18:23.228Z,,3,0.040933869,-0.007246271,,0.05,TRUE,lh,5713.89,response,-0.787023773,0.884014411,-1.068611378,0.917295525,1.097712791,-1.122485674,low,high,ISIC_3608788.JPG,8,ISIC_0057716.JPG,33,26,FALSE,0.31,lh,keypress(e),0,FALSE,2027858.1,2027857.9,2022144.01,2022135.5,2022144.01,2027869.7,5,600,100,,,
break,html.Screen,10_339_1,2024-07-09T00:18:23.229Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2027858.8,2027858.6,,2027858.2,,2027869.7,5,600,,,,
break_continue,html.Screen,10_339_2,2024-07-09T00:18:23.229Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2027859.1,2027859,,2027858.9,,2027869.7,5,600,,,,
sequence,flow.Sequence,10_339,2024-07-09T00:18:23.229Z,,,,,,,,,5714.99,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2027859.2,2027859,2022144.01,2022135.5,2022144.01,2027869.7,5,600,,,,
trial,html.Screen,10_340_0,2024-07-09T00:18:26.857Z,,3,0.010246062,-0.03096706,,0.05,FALSE,lh,3617.2,response,-1.016457684,0.884014411,-1.068611378,0.812062654,1.097712791,-1.122485674,low,high,ISIC_0072041.JPG,8,ISIC_6002694.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,2031487.1,2031486.9,2027853.466,2027859.3,2027869.7,2031499.9,5,600,101,,,
break,html.Screen,10_340_1,2024-07-09T00:18:26.858Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2031487.6,2031487.5,,2031487.3,,2031499.9,5,600,,,,
break_continue,html.Screen,10_340_2,2024-07-09T00:18:26.858Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2031487.9,2031487.8,,2031487.7,,2031499.9,5,600,,,,
sequence,flow.Sequence,10_340,2024-07-09T00:18:26.858Z,,,,,,,,,3618.1,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2031488,2031487.8,2027853.466,2027859.2,2027869.7,2031499.9,5,600,,,,
trial,html.Screen,10_341_0,2024-07-09T00:18:30.452Z,,3,0.009709127,-0.041792132,,0.05,FALSE,hl,3581.7,response,0.943372063,0.884014411,-1.068611378,-1.058207194,1.097712791,-1.122485674,high,low,ISIC_3967213.JPG,9,ISIC_4890201.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,2035081.9,2035081.6,2031486.222,2031488,2031499.9,2035097,5,600,102,,,
break,html.Screen,10_341_1,2024-07-09T00:18:30.453Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2035082.5,2035082.3,,2035082,,2035097,5,600,,,,
break_continue,html.Screen,10_341_2,2024-07-09T00:18:30.453Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2035082.8,2035082.8,,2035082.6,,2035097,5,600,,,,
sequence,flow.Sequence,10_341,2024-07-09T00:18:30.453Z,,,,,,,,,3582.9,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2035082.9,2035082.8,2031486.222,2031488,2031499.9,2035097,5,600,,,,
trial,html.Screen,10_342_0,2024-07-09T00:18:32.355Z,,3,-0.032477028,-0.024996863,,0.05,TRUE,ll,1887.4,response,-1.021560007,0.884014411,-1.068611378,-1.186648975,1.097712791,-1.122485674,low,low,ISIC_7266462.JPG,8,ISIC_0000173.JPG,33,27,FALSE,0.1,ll,keypress(f),0,FALSE,2036984.5,2036984.4,2035082.72,2035083,2035097,2036995.4,5,600,103,,,
break,html.Screen,10_342_1,2024-07-09T00:18:32.355Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2036985,2036984.9,,2036984.7,,2036995.4,5,600,,,,
break_continue,html.Screen,10_342_2,2024-07-09T00:18:32.356Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2036985.3,2036985.3,,2036985.1,,2036995.4,5,600,,,,
sequence,flow.Sequence,10_342,2024-07-09T00:18:32.356Z,,,,,,,,,1888.3,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2036985.3,2036985.3,2035082.72,2035083,2035097,2036995.4,5,600,,,,
trial,html.Screen,10_343_0,2024-07-09T00:18:34.464Z,,3,0.024537615,-0.043699343,,0.05,FALSE,hl,2098.3,response,0.774564732,0.884014411,-1.068611378,-1.161030206,1.097712791,-1.122485674,high,low,ISIC_0056444.JPG,9,ISIC_0033004.JPG,33,29,FALSE,0.2,ll,keypress(f),0,FALSE,2039094.1,2039093.7,2036980.258,2036985.4,2036995.4,2039110.5,5,600,104,,,
break,html.Screen,10_343_1,2024-07-09T00:18:34.465Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2039094.8,2039094.6,,2039094.2,,2039110.5,5,600,,,,
break_continue,html.Screen,10_343_2,2024-07-09T00:18:34.465Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2039095.1,2039095,,2039094.9,,2039110.5,5,600,,,,
sequence,flow.Sequence,10_343,2024-07-09T00:18:34.465Z,,,,,,,,,2099.6,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2039095.2,2039095,2036980.258,2036985.4,2036995.4,2039110.5,5,600,,,,
trial,html.Screen,10_344_0,2024-07-09T00:18:37.032Z,,3,-0.038998803,-0.014321227,,0.05,TRUE,hh,2551.2,response,0.884239628,0.884014411,-1.068611378,1.067659282,1.097712791,-1.122485674,high,high,ISIC_0064669.JPG,8,ISIC_0029182.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,2041661.9,2041661.7,2039094.584,2039095.3,2039110.5,2041674.8,5,600,105,,,
break,html.Screen,10_344_1,2024-07-09T00:18:37.033Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2041662.5,2041662.3,,2041662,,2041674.8,5,600,,,,
break_continue,html.Screen,10_344_2,2024-07-09T00:18:37.033Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2041662.9,2041662.8,,2041662.6,,2041674.8,5,600,,,,
sequence,flow.Sequence,10_344,2024-07-09T00:18:37.033Z,,,,,,,,,2552.3,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2041663,2041662.8,2039094.584,2039095.2,2039110.5,2041674.8,5,600,,,,
trial,html.Screen,10_345_0,2024-07-09T00:18:41.612Z,,3,-0.007072553,-0.004999514,,0.05,FALSE,hl,4566.3,response,0.897927679,0.884014411,-1.068611378,-0.925374811,1.097712791,-1.122485674,high,low,ISIC_6124481.JPG,10,ISIC_4208361.JPG,33,29,FALSE,0.2,hh,keypress(i),0,FALSE,2046241.2,2046241.1,2041658.46,2041663.1,2041674.8,2046254.2,5,600,106,,,
break,html.Screen,10_345_1,2024-07-09T00:18:41.612Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2046241.9,2046241.8,,2046241.4,,2046254.2,5,600,,,,
break_continue,html.Screen,10_345_2,2024-07-09T00:18:41.613Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2046242.3,2046242.1,,2046241.9,,2046254.2,5,600,,,,
sequence,flow.Sequence,10_345,2024-07-09T00:18:41.613Z,,,,,,,,,4567.3,completion,,,,,,,high,low,,,,,,FALSE,,,,,FALSE,2046242.3,2046242.1,2041658.46,2041663,2041674.8,2046254.2,5,600,,,,
trial,html.Screen,10_346_0,2024-07-09T00:18:43.306Z,,3,0.040933869,-0.007246271,,0.05,FALSE,lh,1681.4,response,-0.80924237,0.884014411,-1.068611378,1.187009349,1.097712791,-1.122485674,low,high,ISIC_3608788.JPG,9,ISIC_8592235.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,2047935.8,2047935.6,2046238.92,2046242.4,2046254.2,2047953.862,5,600,107,,,
break,html.Screen,10_346_1,2024-07-09T00:18:43.307Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2047936.8,2047936.5,,2047936.1,,2047953.862,5,600,,,,
break_continue,html.Screen,10_346_2,2024-07-09T00:18:43.308Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2047937.4,2047937.3,,2047936.9,,2047953.862,5,600,,,,
sequence,flow.Sequence,10_346,2024-07-09T00:18:43.308Z,,,,,,,,,1683.1,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2047937.7,2047937.3,2046238.92,2046242.4,2046254.2,2047953.862,5,600,,,,
trial,html.Screen,10_347_0,2024-07-09T00:18:46.355Z,,3,0.027717858,-0.039558746,,0.05,FALSE,lh,3030.738,response,-1.016457684,0.884014411,-1.068611378,0.812062654,1.097712791,-1.122485674,low,high,ISIC_0010807.JPG,9,ISIC_6002694.JPG,33,26,FALSE,0.31,hh,keypress(i),0,FALSE,2050984.8,2050984.6,2047953.862,2047937.8,2047953.862,2051000.5,5,600,108,,,
break,html.Screen,10_347_1,2024-07-09T00:18:46.356Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2050985.5,2050985.3,,2050985,,2051000.5,5,600,,,,
break_continue,html.Screen,10_347_2,2024-07-09T00:18:46.356Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2050985.9,2050985.8,,2050985.6,,2051000.5,5,600,,,,
sequence,flow.Sequence,10_347,2024-07-09T00:18:46.356Z,,,,,,,,,3031.938,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2050986,2050985.8,2047953.862,2047937.7,2047953.862,2051000.5,5,600,,,,
trial,html.Screen,10_348_0,2024-07-09T00:18:48.101Z,,3,4.79192E-05,0.046265294,,0.05,FALSE,lh,1729.9,response,-0.780994986,0.884014411,-1.068611378,0.849386112,1.097712791,-1.122485674,low,high,ISIC_0011507.JPG,9,ISIC_7450481.JPG,33,26,FALSE,0.31,ll,keypress(f),0,FALSE,2052730.6,2052730.4,2050985.458,2050986,2051000.5,2052733.36,5,600,109,,,
break,html.Screen,10_348_1,2024-07-09T00:18:48.101Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2052731.2,2052731.1,,2052730.8,,2052733.36,5,600,,,,
break_continue,html.Screen,10_348_2,2024-07-09T00:18:48.102Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2052731.5,2052731.3,,2052731.2,,2052733.36,5,600,,,,
sequence,flow.Sequence,10_348,2024-07-09T00:18:48.102Z,,,,,,,,,1730.8,completion,,,,,,,low,high,,,,,,FALSE,,,,,FALSE,2052731.6,2052731.3,2050985.458,2050986,2051000.5,2052733.36,5,600,,,,
trial,html.Screen,10_349_0,2024-07-09T00:18:49.872Z,,3,0.013476473,0.003349904,,0.05,TRUE,hh,1767.94,response,0.875595907,0.884014411,-1.068611378,1.093284184,1.097712791,-1.122485674,high,high,ISIC_0009998.JPG,9,ISIC_8096177.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,2054501.5,2054501.3,2052733.36,2052731.6,2052733.36,2054514.1,5,600,110,,,
break,html.Screen,10_349_1,2024-07-09T00:18:49.872Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2054502,2054501.9,,2054501.6,,2054514.1,5,600,,,,
break_continue,html.Screen,10_349_2,2024-07-09T00:18:49.873Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2054502.3,2054502.2,,2054502.1,,2054514.1,5,600,,,,
sequence,flow.Sequence,10_349,2024-07-09T00:18:49.873Z,,,,,,,,,1768.84,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2054502.3,2054502.2,2052733.36,2052731.6,2052733.36,2054514.1,5,600,,,,
trial,html.Screen,10_350_0,2024-07-09T00:18:51.098Z,,3,0.010246062,-0.03096706,,0.05,FALSE,ll,1213.1,response,-1.076226061,0.884014411,-1.068611378,-1.082709424,1.097712791,-1.122485674,low,low,ISIC_0072041.JPG,9,ISIC_0058666.JPG,33,27,FALSE,0.1,hh,keypress(i),0,FALSE,2055727.4,2055727.2,2054499.956,2054502.5,2054514.1,2055730.752,5,600,111,,,
break,html.Screen,10_350_1,2024-07-09T00:18:51.098Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2055727.8,2055727.7,,2055727.4,,2055730.752,5,600,,,,
break_continue,html.Screen,10_350_2,2024-07-09T00:18:51.098Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2055728,2055728,,2055727.9,,2055730.752,5,600,,,,
sequence,flow.Sequence,10_350,2024-07-09T00:18:51.098Z,,,,,,,,,1213.9,completion,,,,,,,low,low,,,,,,FALSE,,,,,FALSE,2055728.1,2055728,2054499.956,2054502.4,2054514.1,2055730.752,5,600,,,,
trial,html.Screen,10_351_0,2024-07-09T00:18:52.884Z,,3,0,0.026454497,,0.05,TRUE,hh,1782.848,response,0.884239628,0.884014411,-1.068611378,1.067659282,1.097712791,-1.122485674,high,high,ISIC_0056991.JPG,9,ISIC_0029182.JPG,33,36,FALSE,0.1,hh,keypress(i),0,FALSE,2057513.8,2057513.6,2055730.752,2055728.2,2055730.752,2057528.5,5,600,112,,,
break,html.Screen,10_351_1,2024-07-09T00:18:52.885Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2057514.5,2057514.4,,2057513.9,,2057528.5,5,600,,,,
break_continue,html.Screen,10_351_2,2024-07-09T00:18:52.885Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2057514.8,2057514.8,,2057514.6,,2057528.5,5,600,,,,
sequence,flow.Sequence,10_351,2024-07-09T00:18:52.885Z,,,,,,,,,1784.048,completion,,,,,,,high,high,,,,,,FALSE,,,,,FALSE,2057514.9,2057514.8,2055730.752,2055728.2,2055730.752,2057528.5,5,600,,,,
