sender,sender_type,sender_id,timestamp,meta,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,age,gender
break,html.Screen,9_302_1,2023-11-13T16:03:40.896Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3858190.5,3858190.2,,3858189.9,,3858098.441,4,800,,,,
break_continue,html.Screen,9_302_2,2023-11-13T16:03:40.896Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3858191,3858190.7,,3858190.6,,3858098.441,4,800,,,,
sequence,flow.Sequence,9_302,2023-11-13T16:03:40.896Z,,,,,,,,7114.715,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,3858191.2,3858190.7,3851059.401,3851150.9,3851075.985,3858098.441,4,800,,,,
trial,html.Screen,9_303_0,2023-11-13T16:03:44.560Z,,2,0.069781088,-0.031188432,,FALSE,hh,3755.659,response,0.520068694,0.488420763,-0.470595905,0.530026819,0.389713769,-0.447990908,high,high,ISIC_4870676.JPG,8,ISIC_0055179.JPG,381,FALSE,ll,keypress(f),0,FALSE,3861854.6,3861854.1,3858081.951,3858191.3,3858098.441,3861768.143,4,800,104,,,
break,html.Screen,9_303_1,2023-11-13T16:03:44.560Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3861855.2,3861855,,3861854.9,,3861768.143,4,800,,,,
break_continue,html.Screen,9_303_2,2023-11-13T16:03:44.561Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3861855.4,3861855.3,,3861855.3,,3861768.143,4,800,,,,
sequence,flow.Sequence,9_303,2023-11-13T16:03:44.561Z,,,,,,,,3756.859,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,3861855.5,3861855.3,3858081.951,3858191.2,3858098.441,3861768.143,4,800,,,,
trial,html.Screen,9_304_0,2023-11-13T16:03:47.887Z,,2,0.033435718,-0.065852444,,FALSE,hh,3413.257,response,0.408057192,0.488420763,-0.470595905,0.307746561,0.389713769,-0.447990908,high,high,ISIC_8015541.JPG,9,ISIC_0064124.JPG,381,FALSE,hl,keypress(j),0,FALSE,3865181.9,3865181.4,3861751.714,3861855.6,3861768.143,3865104.832,4,800,105,,,
break,html.Screen,9_304_1,2023-11-13T16:03:47.888Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3865183.2,3865182.8,,3865182.4,,3865104.832,4,800,,,,
break_continue,html.Screen,9_304_2,2023-11-13T16:03:47.889Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3865183.4,3865183.3,,3865183.3,,3865104.832,4,800,,,,
sequence,flow.Sequence,9_304,2023-11-13T16:03:47.889Z,,,,,,,,3415.157,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,3865183.5,3865183.3,3861751.714,3861855.5,3861768.143,3865104.832,4,800,,,,
trial,html.Screen,9_305_0,2023-11-13T16:03:51.838Z,,2,0.027910815,0.006093407,,TRUE,ll,4027.968,response,-0.521333639,0.488420763,-0.470595905,-0.599499941,0.389713769,-0.447990908,low,low,ISIC_0032604.JPG,9,ISIC_8609756.JPG,470,FALSE,ll,keypress(f),0,FALSE,3869133.3,3869132.8,3865071.063,3865183.6,3865104.832,3869040.812,4,800,106,,,
break,html.Screen,9_305_1,2023-11-13T16:03:51.840Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3869134.5,3869134,,3869133.5,,3869040.812,4,800,,,,
break_continue,html.Screen,9_305_2,2023-11-13T16:03:51.840Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3869134.8,3869134.7,,3869134.6,,3869040.812,4,800,,,,
sequence,flow.Sequence,9_305,2023-11-13T16:03:51.840Z,,,,,,,,4029.868,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3869134.8,3869134.7,3865071.063,3865183.6,3865104.832,3869040.812,4,800,,,,
trial,html.Screen,9_306_0,2023-11-13T16:03:56.751Z,,2,-0.022222353,0.06682017,,FALSE,lh,5004.688,response,-0.5926584,0.488420763,-0.470595905,0.477465097,0.389713769,-0.447990908,low,high,ISIC_8321148.JPG,9,ISIC_3568801.JPG,334,FALSE,ll,keypress(f),0,FALSE,3874046,3874045.5,3869024.426,3869134.8,3869040.812,3873961.527,4,800,107,,,
break,html.Screen,9_306_1,2023-11-13T16:03:56.752Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3874047.1,3874046.8,,3874046.4,,3873961.527,4,800,,,,
break_continue,html.Screen,9_306_2,2023-11-13T16:03:56.752Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3874047.3,3874047.1,,3874047.1,,3873961.527,4,800,,,,
sequence,flow.Sequence,9_306,2023-11-13T16:03:56.752Z,,,,,,,,5006.288,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3874047.3,3874047.1,3869024.426,3869134.8,3869040.812,3873961.527,4,800,,,,
trial,html.Screen,9_307_0,2023-11-13T16:04:03.087Z,,2,0.027910815,0.006093407,,TRUE,ll,6420.173,response,-0.609263874,0.488420763,-0.470595905,-0.586231156,0.389713769,-0.447990908,low,low,ISIC_0032604.JPG,9,ISIC_7850786.JPG,470,FALSE,ll,keypress(f),0,FALSE,3880382.1,3880381.7,3873944.874,3874047.4,3873961.527,3880300.087,4,800,108,,,
break,html.Screen,9_307_1,2023-11-13T16:04:03.089Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3880383.3,3880383.1,,3880382.5,,3880300.087,4,800,,,,
break_continue,html.Screen,9_307_2,2023-11-13T16:04:03.089Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3880383.6,3880383.5,,3880383.4,,3880300.087,4,800,,,,
sequence,flow.Sequence,9_307,2023-11-13T16:04:03.089Z,,,,,,,,6421.973,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3880383.7,3880383.5,3873944.874,3874047.4,3873961.527,3880300.087,4,800,,,,
trial,html.Screen,9_308_0,2023-11-13T16:04:06.830Z,,2,-0.037161481,0.016684989,,FALSE,ll,3824.513,response,-0.313919761,0.488420763,-0.470595905,-0.51914356,0.389713769,-0.447990908,low,low,ISIC_6231450.JPG,9,ISIC_0015079.JPG,470,FALSE,hh,keypress(i),0,FALSE,3884125,3884124.6,3880283.374,3880383.7,3880300.087,3884036.552,4,800,109,,,
break,html.Screen,9_308_1,2023-11-13T16:04:06.831Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3884126.2,3884126,,3884125.4,,3884036.552,4,800,,,,
break_continue,html.Screen,9_308_2,2023-11-13T16:04:06.832Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3884126.5,3884126.3,,3884126.3,,3884036.552,4,800,,,,
sequence,flow.Sequence,9_308,2023-11-13T16:04:06.832Z,,,,,,,,3826.213,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3884126.6,3884126.3,3880283.374,3880383.7,3880300.087,3884036.552,4,800,,,,
trial,html.Screen,9_309_0,2023-11-13T16:04:09.375Z,,2,0.06153559,-0.024524679,,FALSE,hh,2632.748,response,0.329863987,0.488420763,-0.470595905,0.45466512,0.389713769,-0.447990908,high,high,ISIC_0034144.JPG,10,ISIC_0068727.JPG,381,FALSE,ll,keypress(f),0,FALSE,3886669.8,3886669.3,3884020.183,3884126.6,3884036.552,3886588.816,4,800,110,,,
break,html.Screen,9_309_1,2023-11-13T16:04:09.376Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3886670.9,3886670.5,,3886670.1,,3886588.816,4,800,,,,
break_continue,html.Screen,9_309_2,2023-11-13T16:04:09.376Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3886671.1,3886671,,3886670.9,,3886588.816,4,800,,,,
sequence,flow.Sequence,9_309,2023-11-13T16:04:09.376Z,,,,,,,,2634.448,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,3886671.2,3886671,3884020.183,3884126.6,3884036.552,3886588.816,4,800,,,,
trial,html.Screen,9_310_0,2023-11-13T16:04:11.434Z,,2,0.06466149,-0.03726992,,FALSE,lh,2140.084,response,-0.559945558,0.488420763,-0.470595905,0.249103294,0.389713769,-0.447990908,low,high,ISIC_1175170.JPG,10,ISIC_3952030.JPG,334,FALSE,hl,keypress(j),0,FALSE,3888729.1,3888728.9,3886571.998,3886671.2,3886588.816,3888640.289,4,800,111,,,
break,html.Screen,9_310_1,2023-11-13T16:04:11.435Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3888729.7,3888729.6,,3888729.3,,3888640.289,4,800,,,,
break_continue,html.Screen,9_310_2,2023-11-13T16:04:11.435Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3888730.2,3888730,,3888729.9,,3888640.289,4,800,,,,
sequence,flow.Sequence,9_310,2023-11-13T16:04:11.436Z,,,,,,,,2141.184,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3888730.4,3888730,3886571.998,3886671.2,3886588.816,3888640.289,4,800,,,,
trial,html.Screen,9_311_0,2023-11-13T16:04:13.534Z,,2,0.010287156,0.045028243,,FALSE,ll,2188.511,response,-0.64341643,0.488420763,-0.470595905,-0.376261782,0.389713769,-0.447990908,low,low,ISIC_1805163.JPG,8,ISIC_0067008.JPG,470,FALSE,hh,keypress(i),0,FALSE,3890829.2,3890828.8,3888623.983,3888730.4,3888640.289,3890742.088,4,800,112,,,
break,html.Screen,9_311_1,2023-11-13T16:04:13.536Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3890830.3,3890830,,3890829.6,,3890742.088,4,800,,,,
break_continue,html.Screen,9_311_2,2023-11-13T16:04:13.536Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3890831,3890830.7,,3890830.5,,3890742.088,4,800,,,,
sequence,flow.Sequence,9_311,2023-11-13T16:04:13.536Z,,,,,,,,2190.411,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3890831.2,3890830.7,3888623.983,3888730.4,3888640.289,3890742.088,4,800,,,,
trial,html.Screen,9_312_0,2023-11-13T16:04:15.740Z,,2,-0.022222353,0.06682017,,FALSE,hl,2292.412,response,0.408039906,0.488420763,-0.470595905,-0.429819293,0.389713769,-0.447990908,high,low,ISIC_8321148.JPG,8,ISIC_0071735.JPG,294,FALSE,ll,keypress(f),0,FALSE,3893034.7,3893034.5,3890725.69,3890831.3,3890742.088,3892943.906,4,800,113,,,
break,html.Screen,9_312_1,2023-11-13T16:04:15.740Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3893035.1,3893035,,3893034.8,,3892943.906,4,800,,,,
break_continue,html.Screen,9_312_2,2023-11-13T16:04:15.741Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3893035.4,3893035.2,,3893035.2,,3892943.906,4,800,,,,
sequence,flow.Sequence,9_312,2023-11-13T16:04:15.741Z,,,,,,,,2293.112,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3893035.5,3893035.2,3890725.69,3890831.3,3890742.088,3892943.906,4,800,,,,
trial,html.Screen,9_313_0,2023-11-13T16:04:17.599Z,,2,-0.012881242,-0.01892956,,TRUE,hl,1949.594,response,0.589600212,0.488420763,-0.470595905,-0.642087168,0.389713769,-0.447990908,high,low,ISIC_0010372.JPG,9,ISIC_0029736.JPG,294,FALSE,hl,keypress(j),0,FALSE,3894893.9,3894893.5,3892927.513,3893035.6,3892943.906,3894812.422,4,800,114,,,
break,html.Screen,9_313_1,2023-11-13T16:04:17.600Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3894894.9,3894894.8,,3894894.3,,3894812.422,4,800,,,,
break_continue,html.Screen,9_313_2,2023-11-13T16:04:17.600Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3894895.1,3894895,,3894895,,3894812.422,4,800,,,,
sequence,flow.Sequence,9_313,2023-11-13T16:04:17.600Z,,,,,,,,1951.094,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3894895.2,3894895,3892927.513,3893035.6,3892943.906,3894812.422,4,800,,,,
trial,html.Screen,9_314_0,2023-11-13T16:04:19.418Z,,2,0.003962667,0.040352316,,TRUE,lh,1899.978,response,-0.581589966,0.488420763,-0.470595905,0.262009425,0.389713769,-0.447990908,low,high,ISIC_3018550.JPG,9,ISIC_4344870.JPG,334,FALSE,lh,keypress(e),0,FALSE,3896712.5,3896712.4,3894795.571,3894895.2,3894812.422,3896647.147,4,800,115,,,
break,html.Screen,9_314_1,2023-11-13T16:04:19.418Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3896712.9,3896712.8,,3896712.7,,3896647.147,4,800,,,,
break_continue,html.Screen,9_314_2,2023-11-13T16:04:19.418Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3896713.2,3896713.1,,3896713,,3896647.147,4,800,,,,
sequence,flow.Sequence,9_314,2023-11-13T16:04:19.418Z,,,,,,,,1900.678,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3896713.3,3896713.1,3894795.571,3894895.2,3894812.422,3896647.147,4,800,,,,
trial,html.Screen,9_315_0,2023-11-13T16:04:21.033Z,,2,-0.022222353,0.06682017,,FALSE,hl,1680.553,response,0.316600912,0.488420763,-0.470595905,-0.370923875,0.389713769,-0.447990908,high,low,ISIC_8321148.JPG,9,ISIC_8100185.JPG,294,FALSE,ll,keypress(f),0,FALSE,3898327.7,3898327.7,3896630.29,3896713.3,3896647.147,3898248.159,4,800,116,,,
break,html.Screen,9_315_1,2023-11-13T16:04:21.033Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3898328.2,3898328,,3898327.9,,3898248.159,4,800,,,,
break_continue,html.Screen,9_315_2,2023-11-13T16:04:21.034Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3898328.4,3898328.3,,3898328.2,,3898248.159,4,800,,,,
sequence,flow.Sequence,9_315,2023-11-13T16:04:21.034Z,,,,,,,,1681.153,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3898328.5,3898328.3,3896630.29,3896713.3,3896647.147,3898248.159,4,800,,,,
trial,html.Screen,9_316_0,2023-11-13T16:04:23.247Z,,2,-0.022222353,0.06682017,,TRUE,hl,2293.341,response,0.657479477,0.488420763,-0.470595905,-0.353472198,0.389713769,-0.447990908,high,low,ISIC_8321148.JPG,9,ISIC_7788318.JPG,294,FALSE,hl,keypress(j),0,FALSE,3900541.9,3900541.5,3898231.5,3898328.5,3898248.159,3900450.177,4,800,117,,,
break,html.Screen,9_316_1,2023-11-13T16:04:23.248Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3900543.3,3900542.8,,3900542.3,,3900450.177,4,800,,,,
break_continue,html.Screen,9_316_2,2023-11-13T16:04:23.249Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3900543.6,3900543.5,,3900543.4,,3900450.177,4,800,,,,
sequence,flow.Sequence,9_316,2023-11-13T16:04:23.249Z,,,,,,,,2295.341,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3900543.6,3900543.5,3898231.5,3898328.5,3898248.159,3900450.177,4,800,,,,
trial,html.Screen,9_317_0,2023-11-13T16:04:32.244Z,,2,-0.053529654,0.008552098,,,,9024.248,timeout,-0.322330108,0.488420763,-0.470595905,0.317906321,0.389713769,-0.447990908,low,high,ISIC_0758797.JPG,9,ISIC_7666224.JPG,334,FALSE,,,0,FALSE,3909538.6,3909538,3900433.334,3900543.7,3900450.177,3909474.425,4,800,118,,,
break,html.Screen,9_317_1,2023-11-13T16:04:32.245Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3909539.8,3909539.6,,3909539,,3909474.425,4,800,,,,
break_continue,html.Screen,9_317_2,2023-11-13T16:04:32.246Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3909540.9,3909540.4,,3909540.1,,3909474.425,4,800,,,,
sequence,flow.Sequence,9_317,2023-11-13T16:04:32.246Z,,,,,,,,9090.223,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3909541.2,3909540.4,3900433.334,3900543.6,3900450.177,3909474.425,4,800,,,,
trial,html.Screen,9_318_0,2023-11-13T16:04:41.268Z,,2,-0.049996355,0.039584906,,,,9024.14,timeout,-0.468285139,0.488420763,-0.470595905,0.354371496,0.389713769,-0.447990908,low,high,ISIC_4042619.JPG,9,ISIC_0014501.JPG,334,FALSE,,,0,FALSE,3918562.7,3918562.2,3909457.572,3909541.5,3909474.425,3918498.565,4,800,119,,,
break,html.Screen,9_318_1,2023-11-13T16:04:41.269Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3918564.1,3918563.8,,3918563,,3918498.565,4,800,,,,
break_continue,html.Screen,9_318_2,2023-11-13T16:04:41.270Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3918565.1,3918564.8,,3918564.4,,3918498.565,4,800,,,,
sequence,flow.Sequence,9_318,2023-11-13T16:04:41.271Z,,,,,,,,9090.375,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3918565.5,3918564.8,3909457.572,3909541.4,3909474.425,3918498.565,4,800,,,,
trial,html.Screen,9_319_0,2023-11-13T16:04:50.292Z,,2,-0.016267092,-0.036598136,,,,9024.259,timeout,0.646206534,0.488420763,-0.470595905,-0.501289771,0.389713769,-0.447990908,high,low,ISIC_0982855.JPG,9,ISIC_0025217.JPG,294,FALSE,,,0,FALSE,3927586.8,3927586.1,3918481.996,3918565.8,3918498.565,3927522.824,4,800,120,,,
break,html.Screen,9_319_1,2023-11-13T16:04:50.293Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3927588,3927587.7,,3927587.2,,3927522.824,4,800,,,,
break_continue,html.Screen,9_319_2,2023-11-13T16:04:50.294Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3927589,3927588.5,,3927588.3,,3927522.824,4,800,,,,
sequence,flow.Sequence,9_319,2023-11-13T16:04:50.294Z,,,,,,,,9089.935,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3927589.3,3927588.5,3918481.996,3918565.8,3918498.565,3927522.824,4,800,,,,
trial,html.Screen,9_320_0,2023-11-13T16:04:52.208Z,,2,-0.058902374,-0.020712085,,FALSE,hh,1979.076,response,0.51291589,0.488420763,-0.470595905,0.567192432,0.389713769,-0.447990908,high,high,ISIC_7973601.JPG,8,ISIC_7482149.JPG,381,FALSE,hl,keypress(j),0,FALSE,3929502.4,3929501.9,3927505.98,3927589.5,3927522.824,3929424.689,4,800,121,,,
break,html.Screen,9_320_1,2023-11-13T16:04:52.208Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3929503.3,3929503,,3929502.8,,3929424.689,4,800,,,,
break_continue,html.Screen,9_320_2,2023-11-13T16:04:52.209Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3929503.5,3929503.4,,3929503.3,,3929424.689,4,800,,,,
sequence,flow.Sequence,9_320,2023-11-13T16:04:52.209Z,,,,,,,,1980.576,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,3929503.5,3929503.4,3927505.98,3927589.5,3927522.824,3929424.689,4,800,,,,
trial,html.Screen,9_321_0,2023-11-13T16:04:56.671Z,,2,0.03147527,0.070269713,,FALSE,hh,4541.011,response,0.643705866,0.488420763,-0.470595905,0.298296603,0.389713769,-0.447990908,high,high,ISIC_0033881.JPG,9,ISIC_0026545.JPG,381,FALSE,ll,keypress(f),0,FALSE,3933966.1,3933965.7,3929391.055,3929503.6,3929424.689,3933877.798,4,800,122,,,
break,html.Screen,9_321_1,2023-11-13T16:04:56.672Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3933966.4,3933966.3,,3933966.1,,3933877.798,4,800,,,,
break_continue,html.Screen,9_321_2,2023-11-13T16:04:56.672Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3933966.7,3933966.5,,3933966.5,,3933877.798,4,800,,,,
sequence,flow.Sequence,9_321,2023-11-13T16:04:56.672Z,,,,,,,,4541.811,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,3933966.8,3933966.5,3929391.055,3929503.6,3929424.689,3933877.798,4,800,,,,
trial,html.Screen,9_322_0,2023-11-13T16:04:59.663Z,,2,-0.004877162,0.052352446,,FALSE,ll,3079.802,response,-0.431097376,0.488420763,-0.470595905,-0.251149423,0.389713769,-0.447990908,low,low,ISIC_0010379.JPG,8,ISIC_8181142.JPG,470,FALSE,hh,keypress(i),0,FALSE,3936958,3936957.6,3933860.931,3933966.8,3933877.798,3936880.764,4,800,123,,,
break,html.Screen,9_322_1,2023-11-13T16:04:59.664Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3936959.3,3936958.9,,3936958.4,,3936880.764,4,800,,,,
break_continue,html.Screen,9_322_2,2023-11-13T16:04:59.665Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3936960.1,3936959.7,,3936959.5,,3936880.764,4,800,,,,
sequence,flow.Sequence,9_322,2023-11-13T16:04:59.665Z,,,,,,,,3081.902,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3936960.3,3936959.7,3933860.931,3933966.8,3933877.798,3936880.764,4,800,,,,
trial,html.Screen,9_323_0,2023-11-13T16:05:02.767Z,,2,-0.068563375,-0.038044043,,TRUE,ll,3180.936,response,-0.300014717,0.488420763,-0.470595905,-0.34926133,0.389713769,-0.447990908,low,low,ISIC_0032680.JPG,9,ISIC_9510497.JPG,470,FALSE,ll,keypress(f),0,FALSE,3940062.2,3940061.7,3936846.987,3936960.4,3936880.764,3939982.872,4,800,124,,,
break,html.Screen,9_323_1,2023-11-13T16:05:02.768Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3940062.6,3940062.5,,3940062.3,,3939982.872,4,800,,,,
break_continue,html.Screen,9_323_2,2023-11-13T16:05:02.768Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3940062.9,3940062.7,,3940062.6,,3939982.872,4,800,,,,
sequence,flow.Sequence,9_323,2023-11-13T16:05:02.768Z,,,,,,,,3181.936,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3940062.9,3940062.7,3936846.987,3936960.4,3936880.764,3939982.872,4,800,,,,
trial,html.Screen,9_324_0,2023-11-13T16:05:06.303Z,,2,-0.046590867,-0.038645394,,TRUE,hl,3615.128,response,0.55406327,0.488420763,-0.470595905,-0.58810884,0.389713769,-0.447990908,high,low,ISIC_1698119.JPG,8,ISIC_0010860.JPG,294,FALSE,hl,keypress(j),0,FALSE,3943598.4,3943598,3939966.2,3940062.9,3939982.872,3943519.411,4,800,125,,,
break,html.Screen,9_324_1,2023-11-13T16:05:06.304Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3943599,3943598.8,,3943598.7,,3943519.411,4,800,,,,
break_continue,html.Screen,9_324_2,2023-11-13T16:05:06.304Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3943599.3,3943599.1,,3943599,,3943519.411,4,800,,,,
sequence,flow.Sequence,9_324,2023-11-13T16:05:06.304Z,,,,,,,,3616.228,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3943599.3,3943599.1,3939966.2,3940062.9,3939982.872,3943519.411,4,800,,,,
trial,html.Screen,9_325_0,2023-11-13T16:05:15.313Z,,2,0.047524453,-0.005031965,,,,9024.084,timeout,-0.618356701,0.488420763,-0.470595905,0.215231898,0.389713769,-0.447990908,low,high,ISIC_0027081.JPG,9,ISIC_0295323.JPG,334,FALSE,,,0,FALSE,3952607.5,3952607,3943502.693,3943599.3,3943519.411,3952543.495,4,800,126,,,
break,html.Screen,9_325_1,2023-11-13T16:05:15.314Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3952608.7,3952608.3,,3952607.8,,3952543.495,4,800,,,,
break_continue,html.Screen,9_325_2,2023-11-13T16:05:15.315Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3952609.5,3952609.1,,3952608.9,,3952543.495,4,800,,,,
sequence,flow.Sequence,9_325,2023-11-13T16:05:15.315Z,,,,,,,,9089.689,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3952609.8,3952609.1,3943502.693,3943599.3,3943519.411,3952543.495,4,800,,,,
trial,html.Screen,9_326_0,2023-11-13T16:05:19.136Z,,2,-0.031248688,-0.019989769,,TRUE,ll,3886.505,response,-0.293538578,0.488420763,-0.470595905,-0.621673214,0.389713769,-0.447990908,low,low,ISIC_5482426.JPG,9,ISIC_0012391.JPG,470,FALSE,ll,keypress(f),0,FALSE,3956430.5,3956430,3952526.526,3952610,3952543.495,3956346.386,4,800,127,,,
break,html.Screen,9_326_1,2023-11-13T16:05:19.136Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3956431.2,3956431.1,,3956430.9,,3956346.386,4,800,,,,
break_continue,html.Screen,9_326_2,2023-11-13T16:05:19.137Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3956431.4,3956431.3,,3956431.3,,3956346.386,4,800,,,,
sequence,flow.Sequence,9_326,2023-11-13T16:05:19.137Z,,,,,,,,3887.805,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3956431.6,3956431.3,3952526.526,3952609.9,3952543.495,3956346.386,4,800,,,,
trial,html.Screen,9_327_0,2023-11-13T16:05:22.479Z,,2,-0.012881242,-0.01892956,,FALSE,hh,3427.314,response,0.33967792,0.488420763,-0.470595905,0.407785495,0.389713769,-0.447990908,high,high,ISIC_0010372.JPG,10,ISIC_0033337.JPG,381,FALSE,hl,keypress(j),0,FALSE,3959774.2,3959773.7,3956329.897,3956431.6,3956346.386,3959682.509,4,800,128,,,
break,html.Screen,9_327_1,2023-11-13T16:05:22.480Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3959774.6,3959774.5,,3959774.3,,3959682.509,4,800,,,,
break_continue,html.Screen,9_327_2,2023-11-13T16:05:22.480Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3959774.8,3959774.7,,3959774.7,,3959682.509,4,800,,,,
sequence,flow.Sequence,9_327,2023-11-13T16:05:22.480Z,,,,,,,,3428.314,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,3959774.9,3959774.7,3956329.897,3956431.6,3956346.386,3959682.509,4,800,,,,
trial,html.Screen,9_328_0,2023-11-13T16:05:25.663Z,,2,0.06466149,-0.03726992,,FALSE,hh,3274.591,response,0.420321854,0.488420763,-0.470595905,0.431963006,0.389713769,-0.447990908,high,high,ISIC_1175170.JPG,9,ISIC_6694724.JPG,381,FALSE,hl,keypress(j),0,FALSE,3962957.5,3962957.1,3959665.963,3959775,3959682.509,3962868.456,4,800,129,,,
